"Pais","Fecha","Infectados","Muertos","NI","NM","Letalidad","IDA","MDA","FCI","FCM","Dia"
"Mexico",2022-02-19,5407711,315525,41306,927,5.8,5366405,314598,1.00769714548194,1.00294661758816,723
"Mexico",2022-02-20,5413425,315688,5714,163,5.8,5407711,315525,1.00105663930635,1.0005165993186,724
"Mexico",2022-02-21,5413425,315688,0,0,5.8,5413425,315688,1,1,725
"Mexico",2022-02-22,5418257,315786,4832,98,5.8,5413425,315688,1.00089259572267,1.00031043308583,726
"Mexico",2022-02-23,5455237,316941,36980,1155,5.8,5418257,315786,1.00682507308162,1.00365754023294,727
"Mexico",2022-02-24,5473489,317303,18252,362,5.8,5455237,316941,1.00334577581139,1.0011421684162,728
"Mexico",2022-02-25,5489127,317683,15638,380,5.8,5473489,317303,1.00285704419978,1.00119759346744,729
"Mexico",2022-02-26,5502586,318014,13459,331,5.8,5489127,317683,1.00245193816795,1.00104191914582,730
"Mexico",2022-02-27,5506105,318086,3519,72,5.8,5502586,318014,1.00063951749232,1.00022640512682,731
"Mexico",2022-02-28,5508629,318149,2524,63,5.8,5506105,318086,1.00045840026661,1.00019805964425,732
"Mexico",2022-03-01,5521744,318531,13115,382,5.8,5508629,318149,1.00238081017981,1.00120069527171,733
"Mexico",2022-03-02,5521744,318531,0,0,5.8,5521744,318531,1,1,734
"Mexico",2022-03-03,5534086,318835,12342,304,5.8,5521744,318531,1.00223516338316,1.00095438120622,735
"Mexico",2022-03-04,5544644,319296,10558,461,5.8,5534086,318835,1.00190781278065,1.00144588893942,736
"Mexico",2022-03-05,5554392,319604,9748,308,5.8,5544644,319296,1.00175809303537,1.00096462216877,737
"Mexico",2022-03-06,5564985,319859,10593,255,5.7,5554392,319604,1.00190713943128,1.00079786235466,738
"Mexico",2022-03-07,5566669,319901,1684,42,5.7,5564985,319859,1.00030260638618,1.00013130785752,739
"Mexico",2022-03-08,5575608,320166,8939,265,5.7,5566669,319901,1.00160580771014,1.00082838128046,740
"Mexico",2022-03-09,5583993,320408,8385,242,5.7,5575608,320166,1.00150387186474,1.00075585789872,741
"Mexico",2022-03-10,5591871,320607,7878,199,5.7,5583993,320408,1.00141081838749,1.00062108311902,742
"Mexico",2022-03-11,5591871,320607,0,0,5.7,5591871,320607,1,1,743
"Mexico",2022-03-12,5605636,321054,13765,447,5.7,5591871,320607,1.0024616090035,1.00139423031936,744
"Mexico",2022-03-13,5606827,321103,1191,49,5.7,5605636,321054,1.00021246474084,1.0001526223003,745
"Mexico",2022-03-14,5607845,321115,1018,12,5.7,5606827,321103,1.00018156436787,1.00003737118619,746
"Mexico",2022-03-15,5607845,321115,0,0,5.7,5607845,321115,1,1,747
"Mexico",2022-03-16,5613870,321375,6025,260,5.7,5607845,321115,1.00107438775501,1.00080967877552,748
"Mexico",2022-03-17,5624954,321806,11084,431,5.7,5613870,321375,1.00197439555957,1.00134111240762,749
"Mexico",2022-03-18,5624954,321806,0,0,5.7,5624954,321806,1,1,750
"Mexico",2022-03-19,5629814,321931,4860,125,5.7,5624954,321806,1.00086400706566,1.00038843278248,751
"Mexico",2022-03-20,5633928,322072,4114,141,5.7,5629814,321931,1.00073075238365,1.00043798205205,752
"Mexico",2022-03-21,5634829,322092,901,20,5.7,5633928,322072,1.00015992394649,1.00006209791599,753
"Mexico",2022-03-22,5636054,322119,1225,27,5.7,5634829,322092,1.00021739790152,1.00008382698111,754
"Mexico",2022-03-23,5636054,322119,0,0,5.7,5636054,322119,1,1,755
"Mexico",2022-03-24,5640305,322277,4251,158,5.7,5636054,322119,1.00075425111257,1.00049050195735,756
"Mexico",2022-03-25,5647041,322634,6736,357,5.7,5640305,322277,1.00119426165784,1.00110774271822,757
"Mexico",2022-03-26,5647041,322634,0,0,5.7,5647041,322634,1,1,758
"Mexico",2022-03-27,5650896,322750,3855,116,5.7,5647041,322634,1.00068265840464,1.000359540532,759
"Mexico",2022-03-28,5651553,322761,657,11,5.7,5650896,322750,1.0001162647481,1.00003408210689,760
"Mexico",2022-03-29,5654311,322845,2758,84,5.7,5651553,322761,1.00048800745565,1.00026025449171,761
"Mexico",2022-03-30,5654311,322845,0,0,5.7,5654311,322845,1,1,762
"Mexico",2022-03-31,5659535,323016,5224,171,5.7,5654311,322845,1.00092389682846,1.00052966593876,763
"Mexico",2022-04-01,5662073,323127,2538,111,5.7,5659535,323016,1.00044844673635,1.00034363622855,764
"Mexico",2022-04-02,5665376,323212,3303,85,5.7,5662073,323127,1.00058335524816,1.00026305446465,765
"Mexico",2022-04-03,5666215,323223,839,11,5.7,5665376,323212,1.00014809255379,1.00003403338985,766
"Mexico",2022-04-04,5666921,323235,706,12,5.7,5666215,323223,1.0001245981665,1.00003712607086,767
"Mexico",2022-04-05,5671144,323318,4223,83,5.7,5666921,323235,1.00074520184771,1.00025677912355,768
"Mexico",2022-04-06,5683288,323403,12144,85,5.7,5671144,323318,1.00214136689176,1.00026289906532,769
"Mexico",2022-04-07,5715504,323508,32216,105,5.7,5683288,323403,1.00566854961424,1.00032467231287,770
"Mexico",2022-04-08,5719829,323595,4325,87,5.7,5715504,323508,1.00075671366865,1.00026892688898,771
"Mexico",2022-04-09,5722596,323691,2767,96,5.7,5719829,323595,1.00048375572067,1.00029666713021,772
"Mexico",2022-04-10,5722933,323725,337,34,5.7,5722596,323691,1.00005888935721,1.00010503844716,773
"Mexico",2022-04-11,5723214,323727,281,2,5.7,5722933,323725,1.00004910069714,1.00000617808325,774
"Mexico",2022-04-12,5723862,323805,648,78,5.7,5723214,323727,1.00011322309458,1.00024094375817,775
"Mexico",2022-04-13,5724611,323848,749,43,5.7,5723862,323805,1.00013085570547,1.00013279597288,776
"Mexico",2022-04-14,5725075,323891,464,43,5.7,5724611,323848,1.00008105354233,1.00013277834046,777
"Mexico",2022-04-15,5725476,323903,401,12,5.7,5725075,323891,1.00007004275053,1.00003704950122,778
"Mexico",2022-04-16,5726668,323938,1192,35,5.7,5725476,323903,1.00020819229702,1.00010805704177,779
"Mexico",2022-04-17,5727668,323944,1000,6,5.7,5726668,323938,1.00017462161243,1.00001852206286,780
"Mexico",2022-04-18,5727668,323944,0,0,5.7,5727668,323944,1,1,781
"Mexico",2022-04-19,5729270,323973,1602,29,5.7,5727668,323944,1.00027969498232,1.00008952164572,782
"Mexico",2022-04-20,5730560,324004,1290,31,5.7,5729270,323973,1.0002251595753,1.00009568698626,783
"Mexico",2022-04-21,5731635,324033,1075,29,5.7,5730560,324004,1.00018759074157,1.00008950506784,784
"Mexico",2022-04-22,5731635,324033,0,0,5.7,5731635,324033,1,1,785
"Mexico",2022-04-23,5733428,324120,1793,87,5.7,5731635,324033,1.00031282522352,1.0002684911722,786
"Mexico",2022-04-24,5733785,324129,357,9,5.7,5733428,324120,1.00006226641374,1.00002776749352,787
"Mexico",2022-04-25,5733925,324134,140,5,5.7,5733785,324129,1.00002441668113,1.00001542595695,788
"Mexico",2022-04-26,5735115,324173,1190,39,5.7,5733925,324134,1.00020753672223,1.00012032060814,789
"Mexico",2022-04-27,5736579,324221,1464,48,5.7,5735115,324173,1.00025526951072,1.00014806908657,790
"Mexico",2022-04-28,5737811,324254,1232,33,5.7,5736579,324221,1.00021476214308,1.00010178242618,791
"Mexico",2022-04-29,5738769,324294,958,40,5.7,5737811,324254,1.00016696262739,1.00012336008191,792
"Mexico",2022-04-30,5739680,324334,911,40,5.7,5738769,324294,1.0001587448458,1.00012334486608,793
"Mexico",2022-05-01,5739680,324334,0,0,5.7,5739680,324334,1,1,794
"Mexico",2022-05-02,5740080,324350,400,16,5.7,5739680,324334,1.00006969029632,1.0000493318616,795
"Mexico",2022-05-03,5739680,324334,-400,-16,5.7,5740080,324350,0.999930314560076,0.999950670571913,796
"Mexico",2022-05-04,5739680,324334,0,0,5.7,5739680,324334,1,1,797
"Mexico",2022-05-05,5739680,324334,0,0,5.7,5739680,324334,1,1,798
"Mexico",2022-05-06,5739680,324334,0,0,5.7,5739680,324334,1,1,799
"Mexico",2022-05-07,5739680,324334,0,0,5.7,5739680,324334,1,1,800
"Mexico",2022-05-08,5739680,324334,0,0,5.7,5739680,324334,1,1,801
"Mexico",2022-05-09,5745652,324465,5972,131,5.6,5739680,324334,1.0010404761241,1.00040390461685,802
"Mexico",2022-05-10,5745652,324465,0,0,5.6,5745652,324465,1,1,803
"Mexico",2022-05-11,5745652,324465,0,0,5.6,5745652,324465,1,1,804
"Mexico",2022-05-12,5745652,324465,0,0,5.6,5745652,324465,1,1,805
"Mexico",2022-05-13,5745652,324465,0,0,5.6,5745652,324465,1,1,806
"Mexico",2022-05-14,5745652,324465,0,0,5.6,5745652,324465,1,1,807
"Mexico",2022-05-15,5745652,324465,0,0,5.6,5745652,324465,1,1,808
"Mexico",2022-05-16,5752441,324617,6789,152,5.6,5745652,324465,1.00118158913906,1.00046846347064,809
"Mexico",2022-05-17,5752441,324617,0,0,5.6,5752441,324617,1,1,810
"Mexico",2022-05-18,5752441,324617,0,0,5.6,5752441,324617,1,1,811
"Mexico",2022-05-19,5752441,324617,0,0,5.6,5752441,324617,1,1,812
"Mexico",2022-05-20,5752441,324617,0,0,5.6,5752441,324617,1,1,813
"Mexico",2022-05-21,5752441,324617,0,0,5.6,5752441,324617,1,1,814
"Mexico",2022-05-22,5752441,324617,0,0,5.6,5752441,324617,1,1,815
"Mexico",2022-05-23,5759773,324768,7332,151,5.6,5752441,324617,1.0012745893439,1.00046516356198,816
"Mexico",2022-05-24,5759773,324768,0,0,5.6,5759773,324768,1,1,817
"Mexico",2022-05-25,5759773,324768,0,0,5.6,5759773,324768,1,1,818
"Mexico",2022-05-26,5759773,324768,0,0,5.6,5759773,324768,1,1,819
"Mexico",2022-05-27,5759773,324768,0,0,5.6,5759773,324768,1,1,820
"Mexico",2022-05-28,5759773,324768,0,0,5.6,5759773,324768,1,1,821
"Mexico",2022-05-29,5759773,324768,0,0,5.6,5759773,324768,1,1,822
"Mexico",2022-05-30,5772996,324895,13223,127,5.6,5759773,324768,1.0022957501971,1.00039104837915,823
"Mexico",2022-05-31,5775977,324922,2981,27,5.6,5772996,324895,1.00051636966317,1.00008310377199,824
"Mexico",2022-06-01,5779027,324951,3050,29,5.6,5775977,324922,1.0005280491941,1.00008925218976,825
"Mexico",2022-06-02,5782405,324966,3378,15,5.6,5779027,324951,1.00058452746457,1.00004616080578,826
"Mexico",2022-06-03,5782405,324966,0,0,5.6,5782405,324966,1,1,827
"Mexico",2022-06-04,5789401,325000,6996,34,5.6,5782405,324966,1.00120987720507,1.00010462633014,828
"Mexico",2022-06-05,5791282,325017,1881,17,5.6,5789401,325000,1.00032490407902,1.00005230769231,829
"Mexico",2022-06-06,5792317,325023,1035,6,5.6,5791282,325017,1.00017871690586,1.00001846057283,830
"Mexico",2022-06-07,5797427,325042,5110,19,5.6,5792317,325023,1.00088220309765,1.00005845740148,831
"Mexico",2022-06-08,5802672,325055,5245,13,5.6,5797427,325042,1.00090471169365,1.00003999483144,832
"Mexico",2022-06-09,5802672,325055,0,0,5.6,5802672,325055,1,1,833
"Mexico",2022-06-10,5814866,325144,12194,89,5.6,5802672,325055,1.00210144567882,1.00027379981849,834
"Mexico",2022-06-11,5821262,325186,6396,42,5.6,5814866,325144,1.00109993936232,1.00012917353542,835
"Mexico",2022-06-12,5823844,325194,2582,8,5.6,5821262,325186,1.00044354643375,1.0000246013051,836
"Mexico",2022-06-13,5823844,325194,0,0,5.6,5823844,325194,1,1,837
"Mexico",2022-06-14,5833738,325242,9894,48,5.6,5823844,325194,1.00169887792324,1.00014760419934,838
"Mexico",2022-06-15,5843190,325271,9452,29,5.6,5833738,325242,1.00162023045944,1.00008916437606,839
"Mexico",2022-06-16,5852596,325340,9406,69,5.6,5843190,325271,1.001609737147,1.00021213080785,840
"Mexico",2022-06-17,5852596,325340,0,0,5.6,5852596,325340,1,1,841
"Mexico",2022-06-18,5852596,325340,0,0,5.6,5852596,325340,1,1,842
"Mexico",2022-06-19,5875705,325408,23109,68,5.5,5852596,325340,1.00394850421932,1.00020901211041,843
"Mexico",2022-06-20,5877837,325417,2132,9,5.5,5875705,325408,1.00036285007501,1.00002765758678,844
"Mexico",2022-06-21,5891589,325458,13752,41,5.5,5877837,325417,1.00233963616208,1.00012599218848,845
"Mexico",2022-06-22,5891589,325458,0,0,5.5,5891589,325458,1,1,846
"Mexico",2022-06-23,5906953,325487,15364,29,5.5,5891589,325458,1.00260778543785,1.00008910519944,847
"Mexico",2022-06-24,5923086,325511,16133,24,5.5,5906953,325487,1.00273118814387,1.00007373566379,848
"Mexico",2022-06-25,5956732,325576,33646,65,5.5,5923086,325511,1.00568048480133,1.00019968603212,849
"Mexico",2022-06-26,5962615,325580,5883,4,5.5,5956732,325576,1.00098762207197,1.00001228591788,850
"Mexico",2022-06-27,5965958,325596,3343,16,5.5,5962615,325580,1.00056066004597,1.00004914306776,851
"Mexico",2022-06-28,5986917,325638,20959,42,5.4,5965958,325596,1.00351309881833,1.00012899421369,852
"Mexico",2022-06-29,5986917,325638,0,0,5.4,5986917,325638,1,1,853
"Mexico",2022-06-30,6034602,325716,47685,78,5.4,5986917,325638,1.00796486739335,1.00023952978461,854
"Mexico",2022-07-01,6058689,325747,24087,31,5.4,6034602,325716,1.00399148112833,1.00009517493768,855
"Mexico",2022-07-02,6058689,325747,0,0,5.4,6058689,325747,1,1,856
"Mexico",2022-07-03,6089600,325788,30911,41,5.3,6058689,325747,1.00510192881661,1.00012586455132,857
"Mexico",2022-07-04,6093835,325793,4235,5,5.3,6089600,325788,1.00069544797688,1.00001534740383,858
"Mexico",2022-07-05,6121808,325868,27973,75,5.3,6093835,325793,1.00459037699577,1.00023020752441,859
"Mexico",2022-07-06,6152924,325928,31116,60,5.3,6121808,325868,1.00508281213655,1.00018412363288,860
"Mexico",2022-07-07,6185219,325976,32295,48,5.3,6152924,325928,1.00524872402129,1.00014727179009,861
"Mexico",2022-07-08,6185219,325976,0,0,5.3,6185219,325976,1,1,862
"Mexico",2022-07-09,6249983,326077,64764,101,5.2,6185219,325976,1.01047076910292,1.00030983876114,863
"Mexico",2022-07-10,6259325,326085,9342,8,5.2,6249983,326077,1.00149472406565,1.00002453408244,864
"Mexico",2022-07-11,6265311,326097,5986,12,5.2,6259325,326085,1.00095633315094,1.0000368002208,865
"Mexico",2022-07-12,6301645,326189,36334,92,5.2,6265311,326097,1.0057992332703,1.00028212464389,866
"Mexico",2022-07-13,6338991,326261,37346,72,5.1,6301645,326189,1.0059263890619,1.00022073092594,867
"Mexico",2022-07-14,6373876,326335,34885,74,5.1,6338991,326261,1.00550324176198,1.00022681227606,868
"Mexico",2022-07-15,6408443,326420,34567,85,5.1,6373876,326335,1.00542323069981,1.00026046853693,869
"Mexico",2022-07-16,6439616,326491,31173,71,5.1,6408443,326420,1.00486436408969,1.00021751118191,870
"Mexico",2022-07-17,6448477,326504,8861,13,5.1,6439616,326491,1.00137601372504,1.00003981733034,871
"Mexico",2022-07-18,6448477,326504,0,0,5.1,6448477,326504,1,1,872
"Mexico",2022-07-19,6488358,326657,39881,153,5,6448477,326504,1.00618456109869,1.00046860069096,873
"Mexico",2022-07-20,6523019,326764,34661,107,5,6488358,326657,1.00534202952426,1.00032756071353,874
"Mexico",2022-07-21,6556679,326879,33660,115,5,6523019,326764,1.00516018733044,1.00035193595378,875
"Mexico",2022-07-22,6588854,326968,32175,89,5,6556679,326879,1.00490720988476,1.00027227200279,876
"Mexico",2022-07-23,6617393,327073,28539,105,4.9,6588854,326968,1.00433140573459,1.00032113234323,877
"Mexico",2022-07-24,6624310,327089,6917,16,4.9,6617393,327073,1.00104527568485,1.00004891874291,878
"Mexico",2022-07-25,6628541,327109,4231,20,4.9,6624310,327089,1.00063870803148,1.00006114543748,879
"Mexico",2022-07-26,6628541,327109,0,0,4.9,6628541,327109,1,1,880
"Mexico",2022-07-27,6686954,327412,58413,303,4.9,6628541,327109,1.00881234648771,1.00092629673901,881
"Mexico",2022-07-28,6686954,327412,0,0,4.9,6686954,327412,1,1,882
"Mexico",2022-07-29,6711847,327525,24893,113,4.9,6686954,327412,1.00372262168994,1.0003451309054,883
"Mexico",2022-07-30,6711847,327525,0,0,4.9,6711847,327525,1,1,884
"Mexico",2022-07-31,6711847,327525,0,0,4.9,6711847,327525,1,1,885
"Mexico",2022-08-01,6761149,327755,49302,230,4.8,6711847,327525,1.00734551905012,1.0007022364705,886
"Mexico",2022-08-02,6782980,327883,21831,128,4.8,6761149,327755,1.00322888905421,1.00039053561349,887
"Mexico",2022-08-03,6803190,328006,20210,123,4.8,6782980,327883,1.00297951637776,1.00037513381298,888
"Mexico",2022-08-04,6821746,328128,18556,122,4.8,6803190,328006,1.00272754399039,1.00037194441565,889
"Mexico",2022-08-05,6821746,328128,0,0,4.8,6821746,328128,1,1,890
"Mexico",2022-08-06,6854180,328306,32434,178,4.8,6821746,328128,1.00475450126698,1.00054247123074,891
"Mexico",2022-08-07,6857470,328320,3290,14,4.8,6854180,328306,1.00047999906626,1.0000426431439,892
"Mexico",2022-08-08,6859970,328342,2500,22,4.8,6857470,328320,1.0003645659405,1.00006700779727,893
"Mexico",2022-08-09,6875708,328437,15738,95,4.8,6859970,328342,1.00229417912906,1.00028933246432,894
"Mexico",2022-08-10,6875708,328437,0,0,4.8,6875708,328437,1,1,895
"Mexico",2022-08-11,6875708,328437,0,0,4.8,6875708,328437,1,1,896
"Mexico",2022-08-12,6875708,328437,0,0,4.8,6875708,328437,1,1,897
"Mexico",2022-08-13,6925668,328724,49960,287,4.7,6875708,328437,1.00726616080846,1.00087383577368,898
"Mexico",2022-08-14,6927636,328732,1968,8,4.7,6925668,328724,1.00028416031493,1.00002433652547,899
"Mexico",2022-08-15,6929003,328736,1367,4,4.7,6927636,328732,1.00019732561006,1.00001216796661,900
"Mexico",2022-08-16,6939755,328798,10752,62,4.7,6929003,328736,1.00155173839584,1.00018860118758,901
"Mexico",2022-08-17,6949653,328871,9898,73,4.7,6939755,328798,1.00142627513507,1.00022202081521,902
"Mexico",2022-08-18,6949653,328871,0,0,4.7,6949653,328871,1,1,903
"Mexico",2022-08-19,6949653,328871,0,0,4.7,6949653,328871,1,1,904
"Mexico",2022-08-20,6949653,328871,0,0,4.7,6949653,328871,1,1,905
"Mexico",2022-08-21,6949653,328871,0,0,4.7,6949653,328871,1,1,906
"Mexico",2022-08-22,6949653,328871,0,0,4.7,6949653,328871,1,1,907
"Mexico",2022-08-23,6986328,329174,36675,303,4.7,6949653,328871,1.0052772418997,1.00092133389688,908
"Mexico",2022-08-24,6994309,329225,7981,51,4.7,6986328,329174,1.00114237407691,1.00015493325718,909
"Mexico",2022-08-25,7001590,329289,7281,64,4.7,6994309,329225,1.00104098918135,1.00019439592984,910
"Mexico",2022-08-26,7001590,329289,0,0,4.7,7001590,329289,1,1,911
"Mexico",2022-08-27,7001590,329289,0,0,4.7,7001590,329289,1,1,912
"Mexico",2022-08-28,7014510,329390,12920,101,4.7,7001590,329289,1.0018452951401,1.00030672145137,913
"Mexico",2022-08-29,7014510,329390,0,0,4.7,7014510,329390,1,1,914
"Mexico",2022-08-30,7014510,329390,0,0,4.7,7014510,329390,1,1,915
"Mexico",2022-08-31,7014510,329390,0,0,4.7,7014510,329390,1,1,916
"Mexico",2022-09-01,7032024,329536,17514,146,4.7,7014510,329390,1.00249682443963,1.00044324357145,917
"Mexico",2022-09-02,7036371,329572,4347,36,4.7,7032024,329536,1.00061817195163,1.0001092445135,918
"Mexico",2022-09-03,7036371,329572,0,0,4.7,7036371,329572,1,1,919
"Mexico",2022-09-04,7041181,329622,4810,50,4.7,7036371,329572,1.00068359101588,1.00015171191727,920
"Mexico",2022-09-05,7041181,329622,0,0,4.7,7041181,329622,1,1,921
"Mexico",2022-09-06,7046220,329652,5039,30,4.7,7041181,329622,1.00071564699161,1.00009101334256,922
"Mexico",2022-09-07,7046220,329652,0,0,4.7,7046220,329652,1,1,923
"Mexico",2022-09-08,7046220,329652,0,0,4.7,7046220,329652,1,1,924
"Mexico",2022-09-09,7046220,329652,0,0,4.7,7046220,329652,1,1,925
"Mexico",2022-09-10,7056269,329736,10049,84,4.7,7046220,329652,1.00142615473261,1.00025481416767,926
"Mexico",2022-09-11,7059489,329762,3220,26,4.7,7056269,329736,1.00045633180935,1.00007885095956,927
"Mexico",2022-09-12,7059348,329761,-141,-1,4.7,7059489,329762,0.999980026882966,0.999996967509901,928
"Mexico",2022-09-13,7059936,329767,588,6,4.7,7059348,329761,1.00008329381127,1.00001819499577,929
"Mexico",2022-09-14,7059936,329767,0,0,4.7,7059936,329767,1,1,930
"Mexico",2022-09-15,7059936,329767,0,0,4.7,7059936,329767,1,1,931
"Mexico",2022-09-16,7059936,329767,0,0,4.7,7059936,329767,1,1,932
"Mexico",2022-09-17,7069764,329895,9828,128,4.7,7059936,329767,1.0013920806081,1.00038815284731,933
"Mexico",2022-09-18,7069764,329895,0,0,4.7,7069764,329895,1,1,934
"Mexico",2022-09-19,7069764,329895,0,0,4.7,7069764,329895,1,1,935
"Mexico",2022-09-20,7073203,329920,3439,25,4.7,7069764,329895,1.00048643773682,1.00007578168811,936
"Mexico",2022-09-21,7076005,329949,2802,29,4.7,7073203,329920,1.00039614302035,1.00008790009699,937
"Mexico",2022-09-22,7076005,329949,0,0,4.7,7076005,329949,1,1,938
"Mexico",2022-09-23,7080152,330017,4147,68,4.7,7076005,329949,1.00058606515965,1.00020609245671,939
"Mexico",2022-09-24,7081747,330043,1595,26,4.7,7080152,330017,1.00022527764941,1.00007878382023,940
"Mexico",2022-09-25,7081747,330043,0,0,4.7,7081747,330043,1,1,941
"Mexico",2022-09-26,7082034,330046,287,3,4.7,7081747,330043,1.00004052672314,1.00000908972467,942
"Mexico",2022-09-27,7082034,330046,0,0,4.7,7082034,330046,1,1,943
"Mexico",2022-09-28,7082034,330046,0,0,4.7,7082034,330046,1,1,944
"Mexico",2022-09-29,7087812,330101,5778,55,4.7,7082034,330046,1.00081586730592,1.00016664343758,945
"Mexico",2022-09-30,7089209,330112,1397,11,4.7,7087812,330101,1.00019709890725,1.00003332313443,946
"Mexico",2022-10-01,7090330,330131,1121,19,4.7,7089209,330112,1.00015812765571,1.00005755622334,947
"Mexico",2022-10-02,7090330,330131,0,0,4.7,7090330,330131,1,1,948
"Mexico",2022-10-03,7090965,330139,635,8,4.7,7090330,330131,1.000089558596,1.00002423280455,949
"Mexico",2022-10-04,7090965,330139,0,0,4.7,7090965,330139,1,1,950
"Mexico",2022-10-05,7090965,330139,0,0,4.7,7090965,330139,1,1,951
"Mexico",2022-10-06,7090965,330139,0,0,4.7,7090965,330139,1,1,952
"Mexico",2022-10-07,7095696,330202,4731,63,4.7,7090965,330139,1.00066718704718,1.00019082871154,953
"Mexico",2022-10-08,7095696,330202,0,0,4.7,7095696,330202,1,1,954
"Mexico",2022-10-09,7097264,330208,1568,6,4.7,7095696,330202,1.00022097902729,1.00001817069551,955
"Mexico",2022-10-10,7097264,330208,0,0,4.7,7097264,330208,1,1,956
"Mexico",2022-10-11,7098525,330233,1261,25,4.7,7097264,330208,1.00017767410089,1.00007570985561,957
"Mexico",2022-10-12,7099723,330250,1198,17,4.7,7098525,330233,1.00016876745521,1.00005147880436,958
"Mexico",2022-10-13,7100886,330254,1163,4,4.7,7099723,330250,1.00016380920777,1.00001211203634,959
"Mexico",2022-10-14,7100886,330254,0,0,4.7,7100886,330254,1,1,960
"Mexico",2022-10-15,7102947,330277,2061,23,4.6,7100886,330254,1.00029024547078,1.00006964336541,961
"Mexico",2022-10-16,7102947,330277,0,0,4.6,7102947,330277,1,1,962
"Mexico",2022-10-17,7103339,330279,392,2,4.6,7102947,330277,1.00005518836055,1.00000605552309,963
"Mexico",2022-10-18,7103339,330279,0,0,4.6,7103339,330279,1,1,964
"Mexico",2022-10-19,7103339,330279,0,0,4.6,7103339,330279,1,1,965
"Mexico",2022-10-20,7105565,330305,2226,26,4.6,7103339,330279,1.00031337375282,1.00007872132349,966
"Mexico",2022-10-21,7106018,330320,453,15,4.6,7105565,330305,1.00006375284724,1.00004541257323,967
"Mexico",2022-10-22,7106018,330320,0,0,4.6,7106018,330320,1,1,968
"Mexico",2022-10-23,7106865,330331,847,11,4.6,7106018,330320,1.00011919474451,1.00003330104141,969
"Mexico",2022-10-24,7106865,330331,0,0,4.6,7106865,330331,1,1,970
"Mexico",2022-10-25,7107987,330341,1122,10,4.6,7106865,330331,1.00015787551895,1.0000302726659,971
"Mexico",2022-10-26,7108686,330353,699,12,4.6,7107987,330341,1.00009834007856,1.00003632609939,972
"Mexico",2022-10-27,7108686,330353,0,0,4.6,7108686,330353,1,1,973
"Mexico",2022-10-28,7108686,330353,0,0,4.6,7108686,330353,1,1,974
"Mexico",2022-10-29,7108686,330353,0,0,4.6,7108686,330353,1,1,975
"Mexico",2022-10-30,7111104,330376,2418,23,4.6,7108686,330353,1.00034014725084,1.00006962249473,976
"Mexico",2022-10-31,7110993,330392,-111,16,4.6,7111104,330376,0.999984390609391,1.00004842966801,977
"Mexico",2022-11-01,7110993,330392,0,0,4.6,7110993,330392,1,1,978
"Mexico",2022-11-02,7112504,330410,1511,18,4.6,7110993,330392,1.00021248790429,1.00005448073803,979
"Mexico",2022-11-03,7112504,330410,0,0,4.6,7112504,330410,1,1,980
"Mexico",2022-11-04,7113658,330424,1154,14,4.6,7112504,330410,1.00016224946939,1.00004237159892,981
"Mexico",2022-11-05,7113658,330424,0,0,4.6,7113658,330424,1,1,982
"Mexico",2022-11-06,7113658,330424,0,0,4.6,7113658,330424,1,1,983
"Mexico",2022-11-07,7113429,330406,-229,-18,4.6,7113658,330424,0.999967808404621,0.999945524538169,984
"Mexico",2022-11-08,7113429,330406,0,0,4.6,7113429,330406,1,1,985
"Mexico",2022-11-09,7115535,330417,2106,11,4.6,7113429,330406,1.0002960597484,1.00003329237363,986
"Mexico",2022-11-10,7116424,330430,889,13,4.6,7115535,330417,1.00012493789996,1.0000393442226,987
"Mexico",2022-11-11,7116424,330430,0,0,4.6,7116424,330430,1,1,988
"Mexico",2022-11-12,7116424,330430,0,0,4.6,7116424,330430,1,1,989
"Mexico",2022-11-13,7116424,330430,0,0,4.6,7116424,330430,1,1,990
"Mexico",2022-11-14,7118933,330444,2509,14,4.6,7116424,330430,1.00035256471509,1.00004236903429,991
"Mexico",2022-11-15,7118933,330444,0,0,4.6,7118933,330444,1,1,992
"Mexico",2022-11-16,7118933,330444,0,0,4.6,7118933,330444,1,1,993
"Mexico",2022-11-17,7118933,330444,0,0,4.6,7118933,330444,1,1,994
"Mexico",2022-11-18,7118933,330444,0,0,4.6,7118933,330444,1,1,995
"Mexico",2022-11-19,7118933,330444,0,0,4.6,7118933,330444,1,1,996
"Mexico",2022-11-20,7118933,330444,0,0,4.6,7118933,330444,1,1,997
"Mexico",2022-11-21,7118933,330444,0,0,4.6,7118933,330444,1,1,998
"Mexico",2022-11-22,7125443,330493,6510,49,4.6,7118933,330444,1.00091446288369,1.0001482853373,999
"Mexico",2022-11-23,7125176,330495,-267,2,4.6,7125443,330493,0.999962528645587,1.00000605156539,1000
"Mexico",2022-11-24,7125176,330495,0,0,4.6,7125176,330495,1,1,1001
"Mexico",2022-11-25,7125176,330495,0,0,4.6,7125176,330495,1,1,1002
"Mexico",2022-11-26,7125176,330495,0,0,4.6,7125176,330495,1,1,1003
"Mexico",2022-11-27,7125176,330495,0,0,4.6,7125176,330495,1,1,1004
"Mexico",2022-11-28,7125176,330495,0,0,4.6,7125176,330495,1,1,1005
"Mexico",2022-11-29,7125176,330495,0,0,4.6,7125176,330495,1,1,1006
"Mexico",2022-11-30,7125176,330495,0,0,4.6,7125176,330495,1,1,1007
