"Pais","Fecha","Infectados","Muertos","NI","NM","Letalidad","IDA","MDA","FCI","FCM","Dia"
"Mexico",2020-12-01,1122362,106765,8819,825,9.5,1113543,105940,1.00791976600814,1.00778742684538,278
"Mexico",2020-12-02,1133613,107565,11251,800,9.5,1122362,106765,1.0100243949813,1.00749309230553,279
"Mexico",2020-12-03,1144643,108173,11030,608,9.5,1133613,107565,1.00972995193245,1.00565239622554,280
"Mexico",2020-12-04,1156770,108863,12127,690,9.4,1144643,108173,1.01059456966058,1.00637867120261,281
"Mexico",2020-12-05,1168395,109456,11625,593,9.4,1156770,108863,1.01004953447963,1.00544721347014,282
"Mexico",2020-12-06,1175850,109717,7455,261,9.3,1168395,109456,1.00638054767437,1.00238451980705,283
"Mexico",2020-12-07,1182249,110074,6399,357,9.3,1175850,109717,1.0054420206659,1.00325382575171,284
"Mexico",2020-12-08,1193255,110874,11006,800,9.3,1182249,110074,1.00930937560531,1.00726783799989,285
"Mexico",2020-12-09,1205229,111655,11974,781,9.3,1193255,110874,1.01003473691709,1.00704403196421,286
"Mexico",2020-12-10,1217126,112326,11897,671,9.2,1205229,111655,1.00987115311696,1.00600958309077,287
"Mexico",2020-12-11,1229379,113019,12253,693,9.2,1217126,112326,1.01006715820712,1.00616954222531,288
"Mexico",2020-12-12,1241436,113704,12057,685,9.2,1229379,113019,1.0098073905606,1.0060609278086,289
"Mexico",2020-12-13,1250044,113953,8608,249,9.1,1241436,113704,1.00693390557387,1.00218989657356,290
"Mexico",2020-12-14,1255974,114298,5930,345,9.1,1250044,113953,1.00474383301708,1.00302756399568,291
"Mexico",2020-12-15,1267202,115099,11228,801,9.1,1255974,114298,1.00893967550284,1.00700799664036,292
"Mexico",2020-12-16,1277499,115769,10297,670,9.1,1267202,115099,1.00812577631664,1.00582107576955,293
"Mexico",2020-12-17,1289298,116487,11799,718,9,1277499,115769,1.00923601505755,1.00620200571828,294
"Mexico",2020-12-18,1301546,117249,12248,762,9,1289298,116487,1.00949974327114,1.00654150248526,295
"Mexico",2020-12-19,1313675,117876,12129,627,9,1301546,117249,1.00931891765639,1.00534759358289,296
"Mexico",2020-12-20,1320545,118202,6870,326,9,1313675,117876,1.00522960397359,1.00276561810716,297
"Mexico",2020-12-21,1325915,118598,5370,396,8.9,1320545,118202,1.00406650284542,1.00335019712018,298
"Mexico",2020-12-22,1338426,119495,12511,897,8.9,1325915,118598,1.00943574814373,1.00756336531813,299
"Mexico",2020-12-23,1350079,120311,11653,816,8.9,1338426,119495,1.00870649554028,1.00682873760408,300
"Mexico",2020-12-24,1362564,121172,12485,861,8.9,1350079,120311,1.00924760699189,1.00715645285967,301
"Mexico",2020-12-25,1372243,121837,9679,665,8.9,1362564,121172,1.0071035195411,1.00548806655003,302
"Mexico",2020-12-26,1377217,122026,4974,189,8.9,1372243,121837,1.00362472244347,1.00155125290347,303
"Mexico",2020-12-27,1383434,122426,6217,400,8.8,1377217,122026,1.00451417605214,1.00327798993657,304
"Mexico",2020-12-28,1389430,122855,5996,429,8.8,1383434,122426,1.00433414243108,1.00350415761358,305
"Mexico",2020-12-29,1401529,123845,12099,990,8.8,1389430,122855,1.00870788740707,1.00805828008628,306
"Mexico",2020-12-30,1413935,124897,12406,1052,8.8,1401529,123845,1.00885176118368,1.00849448907909,307
"Mexico",2020-12-31,1426094,125807,12159,910,8.8,1413935,124897,1.00859940520604,1.00728600366702,308
"Mexico",2021-01-01,1437185,126507,11091,700,8.8,1426094,125807,1.00777718719804,1.00556407831043,309
"Mexico",2021-01-02,1443544,126851,6359,344,8.8,1437185,126507,1.0044246217432,1.00271921711842,310
"Mexico",2021-01-03,1448755,127213,5211,362,8.8,1443544,126851,1.00360986571937,1.00285374179155,311
"Mexico",2021-01-04,1455219,127757,6464,544,8.8,1448755,127213,1.00446176199564,1.00427629251727,312
"Mexico",2021-01-05,1466490,128822,11271,1065,8.8,1455219,127757,1.0077452259763,1.00833613813724,313
"Mexico",2021-01-06,1479835,129987,13345,1165,8.8,1466490,128822,1.00909995976788,1.00904348636103,314
"Mexico",2021-01-07,1493569,131031,13734,1044,8.8,1479835,129987,1.00928076440955,1.00803157238801,315
"Mexico",2021-01-08,1507931,132069,14362,1038,8.8,1493569,131031,1.00961589320614,1.00792178950019,316
"Mexico",2021-01-09,1524036,133204,16105,1135,8.7,1507931,132069,1.01068019690556,1.00859399253421,317
"Mexico",2021-01-10,1534039,133706,10003,502,8.7,1524036,133204,1.00656349325082,1.00376865559593,318
"Mexico",2021-01-11,1541633,134368,7594,662,8.7,1534039,133706,1.00495033046748,1.0049511615036,319
"Mexico",2021-01-12,1556028,135682,14395,1314,8.7,1541633,134368,1.00933750120813,1.00977911407478,320
"Mexico",2021-01-13,1571901,136917,15873,1235,8.7,1556028,135682,1.01020097324727,1.00910216535723,321
"Mexico",2021-01-14,1588369,137916,16468,999,8.7,1571901,136917,1.01047648675076,1.00729639124433,322
"Mexico",2021-01-15,1609735,139022,21366,1106,8.6,1588369,137916,1.01345153424677,1.00801937411178,323
"Mexico",2021-01-16,1630258,140241,20523,1219,8.6,1609735,139022,1.01274930345678,1.00876839636892,324
"Mexico",2021-01-17,1641428,140704,11170,463,8.6,1630258,140241,1.00685167623775,1.00330145963021,325
"Mexico",2021-01-18,1649502,141248,8074,544,8.6,1641428,140704,1.00491888770022,1.00386627245849,326
"Mexico",2021-01-19,1668396,142832,18894,1584,8.6,1649502,141248,1.0114543662269,1.01121431807884,327
"Mexico",2021-01-20,1688944,144371,20548,1539,8.5,1668396,142832,1.01231602089672,1.01077489638176,328
"Mexico",2021-01-21,1711283,146174,22339,1803,8.5,1688944,144371,1.01322660786859,1.01248865769441,329
"Mexico",2021-01-22,1732290,147614,21007,1440,8.5,1711283,146174,1.0122755850435,1.00985127314023,330
"Mexico",2021-01-23,1752347,149084,20057,1470,8.5,1732290,147614,1.01157831540908,1.00995840502933,331
"Mexico",2021-01-24,1763219,149614,10872,530,8.5,1752347,149084,1.00620425064214,1.00355504279467,332
"Mexico",2021-01-25,1771740,150273,8521,659,8.5,1763219,149614,1.00483263848677,1.00440466801235,333
"Mexico",2021-01-26,1788905,152016,17165,1743,8.5,1771740,150273,1.00968821610394,1.01159889002016,334
"Mexico",2021-01-27,1806849,153639,17944,1623,8.5,1788905,152016,1.01003071711466,1.01067650773603,335
"Mexico",2021-01-28,1825519,155145,18670,1506,8.5,1806849,153639,1.01033290551673,1.0098021986605,336
"Mexico",2021-01-29,1841893,156579,16374,1434,8.5,1825519,155145,1.00896950401502,1.00924296625737,337
"Mexico",2021-01-30,1857230,158074,15337,1495,8.5,1841893,156579,1.0083267594806,1.00954789595029,338
"Mexico",2021-01-31,1864260,158536,7030,462,8.5,1857230,158074,1.00378520700183,1.00292268178195,339
"Mexico",2021-02-01,1869708,159100,5448,564,8.5,1864260,158536,1.0029223391587,1.00355755159711,340
"Mexico",2021-02-02,1874092,159533,4384,433,8.5,1869708,159100,1.002344751159,1.00272155876807,341
"Mexico",2021-02-03,1886245,161240,12153,1707,8.5,1874092,159533,1.00648474034359,1.01069998056828,342
"Mexico",2021-02-04,1886245,161240,0,0,8.5,1886245,161240,1,1,343
"Mexico",2021-02-05,1912871,164290,26626,3050,8.6,1886245,161240,1.01411587572134,1.01891590176135,344
"Mexico",2021-02-06,1926080,165786,13209,1496,8.6,1912871,164290,1.00690532712347,1.00910584941262,345
"Mexico",2021-02-07,1932145,166200,6065,414,8.6,1926080,165786,1.00314888270477,1.00249719517933,346
"Mexico",2021-02-08,1936013,166731,3868,531,8.6,1932145,166200,1.00200192014574,1.00319494584838,347
"Mexico",2021-02-09,1946751,168432,10738,1701,8.7,1936013,166731,1.00554645035958,1.01020206200407,348
"Mexico",2021-02-10,1957889,169760,11138,1328,8.7,1946751,168432,1.00572132748359,1.00788448750831,349
"Mexico",2021-02-11,1968566,171234,10677,1474,8.7,1957889,169760,1.00545332243043,1.00868284637135,350
"Mexico",2021-02-12,1978954,172557,10388,1323,8.7,1968566,171234,1.00527693762871,1.00772626931567,351
"Mexico",2021-02-13,1988695,173771,9741,1214,8.7,1978954,172557,1.00492229733485,1.00703535643295,352
"Mexico",2021-02-14,1992794,174207,4099,436,8.7,1988695,173771,1.00206115065407,1.00250904926599,353
"Mexico",2021-02-15,1995892,174657,3098,450,8.8,1992794,174207,1.00155460122823,1.002583133858,354
"Mexico",2021-02-16,2004575,175986,8683,1329,8.8,1995892,174657,1.00435043579512,1.00760919974579,355
"Mexico",2021-02-17,2013563,177061,8988,1075,8.8,2004575,175986,1.00448374343689,1.00610844044413,356
"Mexico",2021-02-18,2022662,178108,9099,1047,8.8,2013563,177061,1.00451885538223,1.00591321634917,357
"Mexico",2021-02-19,2030491,178965,7829,857,8.8,2022662,178108,1.00387064175824,1.00481168729086,358
"Mexico",2021-02-20,2038276,179797,7785,832,8.8,2030491,178965,1.0038340480209,1.00464895370603,359
"Mexico",2021-02-21,2041380,180107,3104,310,8.8,2038276,179797,1.00152285558972,1.00172416669911,360
"Mexico",2021-02-22,2043632,180536,2252,429,8.8,2041380,180107,1.00110317530298,1.00238191741576,361
"Mexico",2021-02-23,2052266,181809,8634,1273,8.9,2043632,180536,1.00422483108505,1.0070512252404,362
"Mexico",2021-02-24,2060908,182815,8642,1006,8.9,2052266,181809,1.00421095511011,1.00553327943061,363
"Mexico",2021-02-25,2069370,183692,8462,877,8.9,2060908,182815,1.00410595718004,1.00479719935454,364
"Mexico",2021-02-26,2076882,184474,7512,782,8.9,2069370,183692,1.00363009031734,1.00425712605884,365
"Mexico",2021-02-27,2084128,185257,7246,783,8.9,2076882,184474,1.00348888381718,1.00424450058003,366
"Mexico",2021-02-28,2086938,185715,2810,458,8.9,2084128,185257,1.0013482857099,1.00247224126484,367
"Mexico",2021-03-01,2089281,186152,2343,437,8.9,2086938,185715,1.00112269746394,1.00235306787282,368
"Mexico",2021-03-02,2097194,187187,7913,1035,8.9,2089281,186152,1.00378742734941,1.0055599724956,369
"Mexico",2021-03-03,2104987,188044,7793,857,8.9,2097194,187187,1.0037159175546,1.00457830939114,370
"Mexico",2021-03-04,2112508,188866,7521,822,8.9,2104987,188044,1.00357294368089,1.00437131735126,371
"Mexico",2021-03-05,2119305,189578,6797,712,8.9,2112508,188866,1.00321750260827,1.00376986858408,372
"Mexico",2021-03-06,2125866,190357,6561,779,9,2119305,189578,1.00309582622605,1.00410912658642,373
"Mexico",2021-03-07,2128600,190604,2734,247,9,2125866,190357,1.00128606412634,1.00129756194939,374
"Mexico",2021-03-08,2130477,190923,1877,319,9,2128600,190604,1.00088180024429,1.00167362699629,375
"Mexico",2021-03-09,2137884,191789,7407,866,9,2130477,190923,1.00347668620689,1.00453586000639,376
"Mexico",2021-03-10,2144486,192491,6602,702,9,2137884,191789,1.00308810019627,1.00366027248695,377
"Mexico",2021-03-11,2150955,193152,6469,661,9,2144486,192491,1.00301657366847,1.00343392678099,378
"Mexico",2021-03-12,2157771,193851,6816,699,9,2150955,193152,1.00316882501029,1.00361891153082,379
"Mexico",2021-03-13,2163875,194490,6104,639,9,2157771,193851,1.00282884513695,1.00329634616277,380
"Mexico",2021-03-14,2166290,194710,2415,220,9,2163875,194490,1.00111605337647,1.00113116355597,381
"Mexico",2021-03-15,2167729,194944,1439,234,9,2166290,194710,1.00066426932682,1.00120178727338,382
"Mexico",2021-03-16,2169007,195119,1278,175,9,2167729,194944,1.00058955708947,1.00089769369665,383
"Mexico",2021-03-17,2175462,195908,6455,789,9,2169007,195119,1.00297601621387,1.00404368616075,384
"Mexico",2021-03-18,2182188,196606,6726,698,9,2175462,195908,1.00309175706126,1.00356289686996,385
"Mexico",2021-03-19,2187910,197219,5722,613,9,2182188,196606,1.00262213888079,1.0031179109488,386
"Mexico",2021-03-20,2193639,197827,5729,608,9,2187910,197219,1.00261848065048,1.00308286726938,387
"Mexico",2021-03-21,2195772,198036,2133,209,9,2193639,197827,1.0009723568919,1.00105647864043,388
"Mexico",2021-03-22,2197160,198239,1388,203,9,2195772,198036,1.00063212391815,1.00102506614959,389
"Mexico",2021-03-23,2203041,199048,5881,809,9,2197160,198239,1.00267663711336,1.00408093261165,390
"Mexico",2021-03-24,2208755,199627,5714,579,9,2203041,199048,1.00259368754372,1.00290884610747,391
"Mexico",2021-03-25,2214542,200211,5787,584,9,2208755,199627,1.00262002802484,1.00292545597539,392
"Mexico",2021-03-26,2219845,200862,5303,651,9,2214542,200211,1.00239462606715,1.00325156959408,393
"Mexico",2021-03-27,2224904,201429,5059,567,9.1,2219845,200862,1.00227898794736,1.00282283358724,394
"Mexico",2021-03-28,2226550,201623,1646,194,9.1,2224904,201429,1.00073980720067,1.00096311851819,395
"Mexico",2021-03-29,2227843,201832,1293,209,9.1,2226550,201623,1.00058071904965,1.00103658808767,396
"Mexico",2021-03-30,2232910,202633,5067,801,9.1,2227843,201832,1.00227439725331,1.00396864719172,397
"Mexico",2021-03-31,2238887,203210,5977,577,9.1,2232910,202633,1.00267677604561,1.00284751249796,398
"Mexico",2021-04-01,2244268,203664,5381,454,9.1,2238887,203210,1.00240342634532,1.00223414202057,399
"Mexico",2021-04-02,2247357,203854,3089,190,9.1,2244268,203664,1.00137639533246,1.00093290910519,400
"Mexico",2021-04-03,2249195,204011,1838,157,9.1,2247357,203854,1.00081784958954,1.00077015903539,401
"Mexico",2021-04-04,2250458,204147,1263,136,9.1,2249195,204011,1.00056153423781,1.00066663072089,402
"Mexico",2021-04-05,2251705,204399,1247,252,9.1,2250458,204147,1.00055410943017,1.0012344046202,403
"Mexico",2021-04-06,2256509,204985,4804,586,9.1,2251705,204399,1.00213349439647,1.00286694161909,404
"Mexico",2021-04-07,2261879,205598,5370,613,9.1,2256509,204985,1.00237978222112,1.00299046271678,405
"Mexico",2021-04-08,2267019,206146,5140,548,9.1,2261879,205598,1.00227244693461,1.00266539557778,406
"Mexico",2021-04-09,2272064,207020,5045,874,9.1,2267019,206146,1.00222538937697,1.00423971360104,407
"Mexico",2021-04-10,2278420,209212,6356,2192,9.2,2272064,207020,1.00279745640968,1.01058834895179,408
"Mexico",2021-04-11,2280213,209338,1793,126,9.2,2278420,209212,1.00078694885052,1.00060225990861,409
"Mexico",2021-04-12,2281840,209702,1627,364,9.2,2280213,209338,1.00071352983252,1.0017388147398,410
"Mexico",2021-04-13,2286352,210282,4512,580,9.2,2281840,209702,1.00197735161098,1.00276582960582,411
"Mexico",2021-04-14,2291246,210812,4894,530,9.2,2286352,210282,1.00214052779275,1.00252042495316,412
"Mexico",2021-04-15,2295435,211213,4189,401,9.2,2291246,210812,1.00182826287531,1.001902168757,413
"Mexico",2021-04-16,2299939,211693,4504,480,9.2,2295435,211213,1.00196215532132,1.00227258738809,414
"Mexico",2021-04-17,2304096,212228,4157,535,9.2,2299939,211693,1.00180743924078,1.00252724464201,415
"Mexico",2021-04-18,2305602,212339,1506,111,9.2,2304096,212228,1.00065361859922,1.00052302240986,416
"Mexico",2021-04-19,2306910,212466,1308,127,9.2,2305602,212339,1.00056731387291,1.00059810020769,417
"Mexico",2021-04-20,2311172,213048,4262,582,9.2,2306910,212466,1.00184749296678,1.0027392618113,418
"Mexico",2021-04-21,2315811,213597,4639,549,9.2,2311172,213048,1.00200720673321,1.00257688408246,419
"Mexico",2021-04-22,2319519,214095,3708,498,9.2,2315811,213597,1.00160116693461,1.00233149341985,420
"Mexico",2021-04-23,2323430,214504,3911,409,9.2,2319519,214095,1.00168612544239,1.0019103668932,421
"Mexico",2021-04-24,2326738,214853,3308,349,9.2,2323430,214504,1.00142375711771,1.00162700928654,422
"Mexico",2021-04-25,2328391,214947,1653,94,9.2,2326738,214853,1.00071043667143,1.000437508436,423
"Mexico",2021-04-26,2329534,215113,1143,166,9.2,2328391,214947,1.00049089693269,1.00077228340009,424
"Mexico",2021-04-27,2333126,215547,3592,434,9.2,2329534,215113,1.00154193928915,1.00201754426743,425
"Mexico",2021-04-28,2336944,215918,3818,371,9.2,2333126,215547,1.00163643112288,1.00172120233638,426
"Mexico",2021-04-29,2340934,216447,3990,529,9.2,2336944,215918,1.00170735798547,1.00245000416825,427
"Mexico",2021-04-30,2344755,216907,3821,460,9.3,2340934,216447,1.0016322544762,1.00212523158094,428
"Mexico",2021-05-01,2347780,217168,3025,261,9.2,2344755,216907,1.00129011346601,1.00120328066867,429
"Mexico",2021-05-02,2348873,217233,1093,65,9.2,2347780,217168,1.00046554617554,1.00029930744861,430
"Mexico",2021-05-03,2349900,217345,1027,112,9.2,2348873,217233,1.0004372309614,1.00051557544204,431
"Mexico",2021-05-04,2352964,217740,3064,395,9.3,2349900,217345,1.00130388527171,1.00181738710345,432
"Mexico",2021-05-05,2355985,218007,3021,267,9.3,2352964,217740,1.00128391254605,1.00122623312207,433
"Mexico",2021-05-06,2358831,218173,2846,166,9.2,2355985,218007,1.00120798731741,1.00076144343989,434
"Mexico",2021-05-07,2361874,218657,3043,484,9.3,2358831,218173,1.00129004578963,1.0022184229946,435
"Mexico",2021-05-08,2364617,218928,2743,271,9.3,2361874,218657,1.00116136593231,1.00123938405814,436
"Mexico",2021-05-09,2365792,218985,1175,57,9.3,2364617,218928,1.00049690922462,1.00026035957027,437
"Mexico",2021-05-10,2366496,219089,704,104,9.3,2365792,218985,1.00029757476566,1.0004749183734,438
"Mexico",2021-05-11,2368393,219323,1897,234,9.3,2366496,219089,1.00080160710181,1.00106805909927,439
"Mexico",2021-05-12,2371483,219590,3090,267,9.3,2368393,219323,1.0013046821199,1.00121738258185,440
"Mexico",2021-05-13,2375115,219901,3632,311,9.3,2371483,219590,1.00153153111365,1.00141627578669,441
"Mexico",2021-05-14,2377995,220159,2880,258,9.3,2375115,219901,1.00121257286489,1.00117325523758,442
"Mexico",2021-05-15,2380690,220384,2695,225,9.3,2377995,220159,1.00113330768147,1.00102198865365,443
"Mexico",2021-05-16,2381923,220437,1233,53,9.3,2380690,220384,1.00051791707446,1.00024048932772,444
"Mexico",2021-05-17,2382745,220493,822,56,9.3,2381923,220437,1.00034509931681,1.00025404083706,445
"Mexico",2021-05-18,2385512,220746,2767,253,9.3,2382745,220493,1.00116126568307,1.00114742871656,446
"Mexico",2021-05-19,2387512,220850,2000,104,9.3,2385512,220746,1.00083839444111,1.00047112971469,447
"Mexico",2021-05-20,2390140,221080,2628,230,9.2,2387512,220850,1.00110072745184,1.00104143083541,448
"Mexico",2021-05-21,2392744,221256,2604,176,9.2,2390140,221080,1.00108947593028,1.00079609191243,449
"Mexico",2021-05-22,2395330,221597,2586,341,9.3,2392744,221256,1.00108076752047,1.00154120114257,450
"Mexico",2021-05-23,2396604,221647,1274,50,9.2,2395330,221597,1.00053186826032,1.00022563482358,451
"Mexico",2021-05-24,2397307,221695,703,48,9.2,2396604,221647,1.00029333173107,1.00021656056703,452
"Mexico",2021-05-25,2399790,221960,2483,265,9.2,2397307,221695,1.00103574552613,1.0011953359345,453
"Mexico",2021-05-26,2402722,222232,2932,272,9.2,2399790,221960,1.00122177357185,1.00122544602631,454
"Mexico",2021-05-27,2405772,222661,3050,429,9.3,2402722,222232,1.00126939362939,1.00193041506174,455
